"Survey Type",Organization,Date,"Survey Year",Country,State,County,"Survey ID","MDMAP ID #","Shoreline Name","Latitude Start","Longitude Start","Latitude End","Longitude End",Length,Slope,"Start Time","End Time","Time of Low Tide","Database Season",Season,"Date of Previous Survey","Storm Activity","Current Weather","Number of Persons Assisting","Large Items?","Debris Behind Back Barrier?","Datasheet Version",Notes,Photos?,Width,"Width - Deviation",Plastic,"Plastic - Concentration","Plastic - Standard Deviation","Hard Plastic Fragments","Hard Plastic Fragments - Concentration","Hard Plastic Fragments - Standard Deviation","Foamed Plastic Fragments","Foamed Plastic Fragments - Concentration","Foamed Plastic Fragments - Standard Deviation","Filmed Plastic Fragments","Filmed Plastic Fragments - Concentration","Filmed Plastic Fragments - Standard Deviation","Food Wrappers","Food Wrappers - Concentration","Food Wrappers - Standard Deviation","Plastic Beverage Bottles","Plastic Beverage Bottles - Concentration","Plastic Beverage Bottles - Standard Deviation","Other Jugs/Containers","Other Jugs/Containers - Concentration","Other Jugs/Containers - Standard Deviation","Bottle/Container Caps","Bottle/Container Caps - Concentration","Bottle/Container Caps - Standard Deviation","Cigar Tips","Cigar Tips - Concentration","Cigar Tips - Standard Deviation",Cigarettes,"Cigarettes - Concentration","Cigarettes - Standard Deviation","Disposable Cigarette Lighters","Disposable Cigarette Lighters - Concentration","Disposable Cigarette Lighters - Standard Deviation","6-Pack Rings","6-Pack Rings - Concentration","6-Pack Rings - Standard Deviation",Bags,"Bags - Concentration","Bags - Standard Deviation","Plastic Rope/Net","Plastic Rope/Net - Concentration","Plastic Rope/Net - Standard Deviation","Buoys & Floats","Buoys & Floats - Concentration","Buoys & Floats - Standard Deviation","Fishing Lures & Line","Fishing Lures & Line - Concentration","Fishing Lures & Line - Standard Deviation",Cups,"Cups - Concentration","Cups - Standard Deviation","Plastic Utensils","Plastic Utensils - Concentration","Plastic Utensils - Standard Deviation",Straws,"Straws - Concentration","Straws - Standard Deviation","Balloons Mylar","Balloons Mylar - Concentration","Balloons Mylar - Standard Deviation","Personal Care Products","Personal Care Products - Concentration","Personal Care Products - Standard Deviation","Plastic Other","Plastic Other - Concentration","Plastic Other - Standard Deviation",Metal,"Metal - Concentration","Metal - Standard Deviation","Aluminum/Tin Cans","Aluminum/Tin Cans - Concentration","Aluminum/Tin Cans - Standard Deviation","Aerosol Cans","Aerosol Cans - Concentration","Aerosol Cans - Standard Deviation","Metal Fragments","Metal Fragments - Concentration","Metal Fragments - Standard Deviation","Metal Other","Metal Other - Concentration","Metal Other - Standard Deviation",Glass,"Glass - Concentration","Glass - Standard Deviation","Glass Beverage Bottles","Glass Beverage Bottles - Concentration","Glass Beverage Bottles - Standard Deviation",Jars,"Jars - Concentration","Jars - Standard Deviation","Glass Fragments","Glass Fragments - Concentration","Glass Fragments - Standard Deviation","Glass Other","Glass Other - Concentration","Glass Other - Standard Deviation",Rubber,"Rubber - Concentration","Rubber - Standard Deviation",Flip-Flops,"Flip-Flops - Concentration","Flip-Flops - Standard Deviation","Rubber Gloves","Rubber Gloves - Concentration","Rubber Gloves - Standard Deviation",Tires,"Tires - Concentration","Tires - Standard Deviation","Balloons Latex","Balloons Latex - Concentration","Balloons Latex - Standard Deviation","Rubber Fragments","Rubber Fragments - Concentration","Rubber Fragments - Standard Deviation","Rubber Other","Rubber Other - Concentration","Rubber Other - Standard Deviation","Processed Lumber","Processed Lumber - Concentration","Processed Lumber - Standard Deviation","Cardboard Cartons","Cardboard Cartons - Concentration","Cardboard Cartons - Standard Deviation","Paper and Cardboard","Paper and Cardboard - Concentration","Paper and Cardboard - Standard Deviation","Paper Bags","Paper Bags - Concentration","Paper Bags - Standard Deviation","Lumber/Building Material","Lumber/Building Material - Concentration","Lumber/Building Material - Standard Deviation","Processed Lumber Other","Processed Lumber Other - Concentration","Processed Lumber Other - Standard Deviation",Cloth/Fabric,"Cloth/Fabric - Concentration","Cloth/Fabric - Standard Deviation","Clothing & Shoes","Clothing & Shoes - Concentration","Clothing & Shoes - Standard Deviation","Gloves (non-rubber)","Gloves (non-rubber) - Concentration","Gloves (non-rubber) - Standard Deviation",Towels/Rags,"Towels/Rags - Concentration","Towels/Rags - Standard Deviation","Rope/Net Pieces (non-nylon)","Rope/Net Pieces (non-nylon) - Concentration","Rope/Net Pieces (non-nylon) - Standard Deviation","Fabric Pieces","Fabric Pieces - Concentration","Fabric Pieces - Standard Deviation","Cloth/Fabric Other","Cloth/Fabric Other - Concentration","Cloth/Fabric Other - Standard Deviation",Unclassified,"Unclassified - Concentration","Unclassified - Standard Deviation","Total Debris","Total Debris - Concentration","Total Debris - Standard Deviation"
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",08-28-2015,"Year 4","United States",CA,Marin,3940,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"05:00 PM","5:40 PM",,Summer,summer,08-07-2015,none,"humid, foggy, still",2,no,no,1.0,,3301.jpg,42,0.0032223115616225,35,0.043073688482152,0.038558237998195,10,0.012274446216923,0.0096237876079457,4,0.0049096385542169,0.0056710823323032,9,0.011026247848537,0.011045277996071,2,0.002469512195122,0.0028519816489238,0,0,0,0,0,0,2,0.002469512195122,0.0028519816489238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.004969512195122,0.0070713307110462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0012048192771084,0.0024096385542169,0,0,0,0,0,0,3,0.00375,0.0075,1,0.00125,0.0025,1,0.00125,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,2,0.0024548192771084,0.0028355411661516,0,0,0,1,0.0012048192771084,0.0024096385542169,0,0,0,1,0.00125,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.04552850775926,0.040675894224894
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",08-07-2015,"Year 4","United States",CA,Marin,3949,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"10:30 AM","11:15 AM",,Summer,summer,07-12-2015,none,overcast,2,no,no,1.0,,,35,0,9,0.012857142857143,0.011780301787479,2,0.0028571428571429,0.0057142857142857,2,0.0028571428571429,0.0032991443953693,1,0.0014285714285714,0.0028571428571429,0,0,0,0,0,0,0,0,0,1,0.0014285714285714,0.0028571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0028571428571429,0.0057142857142857,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0014285714285714,0.0028571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0.0014285714285714,0.0028571428571429,0,0,0,0,0,0,0,0,0,1,0.0014285714285714,0.0028571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.014285714285714,0.011895234282664
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",02-16-2016,"Year 4","United States",CA,Marin,4854,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"11:15 AM","12:00 PM",,Winter,winter,01-15-2016,none,"unseasonably warm",3,no,yes,1.0,,4212.jpg,16,0,8,0.025,0.017677669529664,3,0.009375,0.00625,4,0.0125,0.014433756729741,1,0.003125,0.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003125,0.00625,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003125,0.00625,0,0,0,0,0,0,9,0.028125,0.023662118107501
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",04-11-2016,"Year 4","United States",CA,Marin,4868,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"10:00 AM","10:45 AM",,Spring,spring,03-14-2016,yes,"breezy, overcast",2,no,no,2.0,,4224.jpg,40,0.0018867924528302,23,0.02859756097561,0.012564527084954,10,0.012408536585366,0.0064101772825696,6,0.0074390243902439,0.0028181024410467,4,0.005,0.0070710678118655,1,0.00125,0.0025,1,0.00125,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00125,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001219512195122,0.0024390243902439,0,0,0,0,0,0,1,0.001219512195122,0.0024390243902439,0,0,0,2,0.0025,0.0028867513459481,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0025,0.0028867513459481,0,0,0,5,0.006219512195122,0.0062998950288539,0,0,0,0,0,0,0,0,0,3,0.00375,0.0075,2,0.002469512195122,0.0028519816489238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.038536585365854,0.014441825700573
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",11-22-2015,"Year 4","United States",CA,Marin,4730,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"1:30 PM","2:15 PM",,Fall,fall,10-28-2015,none,"mild, no wind",2,no,no,1.0,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",09-30-2015,"Year 4","United States",CA,Marin,4734,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"9:10 AM","9:50 AM",,Fall,fall,08-28-2015,none,"overcast, gentle breeze",3,no,yes,1.0,,,40,0,8,0.01,0.013540064007727,0,0,0,1,0.00125,0.0025,4,0.005,0.01,0,0,0,0,0,0,1,0.00125,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0025,0.0028867513459481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00125,0.0025,0,0,0,0,0,0,0,0,0,1,0.00125,0.0025,0,0,0,0,0,0,0,0,0,9,0.01125,0.016007810593582
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",12-28-2015,"Year 4","United States",CA,Marin,4741,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"3:00 PM","3:45 PM",,Winter,winter,11-22-2015,"rained in the last week","windy, partial clouds",1,no,no,1.0,,4088.jpg,30,0,5,0.0083333333333333,0.0063828473850423,0,0,0,3,0.005,0.0033333333333333,1,0.0016666666666667,0.0033333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0016666666666667,0.0033333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0.0016666666666667,0.0033333333333333,0,0,0,0,0,0,0,0,0,1,0.0016666666666667,0.0033333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.01,0.0086066296582387
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",05-13-2016,"Year 4","United States",CA,Marin,4860,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"10:20 AM","11:00 AM",,Spring,spring,04-11-2016,none,"cool, foggy",3,no,no,2.0,,4222.jpg,42,0.0032075471698113,88,0.10690774457931,0.060800734737279,60,0.072532679738562,0.063277299385643,7,0.0085160545699761,0.0044931138499309,5,0.0061351021890238,0.0024962069084849,0,0,0,1,0.0012254901960784,0.0024509803921569,1,0.0012345679012346,0.0024691358024691,6,0.0073851021890238,0.0029491312223357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0012345679012346,0.0024691358024691,0,0,0,1,0.00125,0.0025,0,0,0,1,0.0012345679012346,0.0024691358024691,1,0.00125,0.0025,0,0,0,1,0.0012345679012346,0.0024691358024691,3,0.0036750440917108,0.0024521057006526,1,0.0012254901960784,0.0024509803921569,1,0.0012254901960784,0.0024509803921569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.002460058097313,0.0028406690882295,0,0,0,0,0,0,0,0,0,1,0.0012345679012346,0.0024691358024691,1,0.0012254901960784,0.0024509803921569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0.10936780267663,0.05960615555258
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",03-14-2016,"Year 4","United States",CA,Marin,4864,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"11:10 AM","11:45 AM",,Spring,winter,02-16-2016,"rain in last week","partly cloudy",3,no,yes,2.0,,4223.jpg,15,0,365,1.2166666666667,1.1994257885431,2,0.0066666666666667,0.013333333333333,360,1.2,1.1663936188415,2,0.0066666666666667,0.013333333333333,0,0,0,0,0,0,0,0,0,1,0.0033333333333333,0.0066666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.01,0.0066666666666667,0,0,0,0,0,0,0,0,0,3,0.01,0.0066666666666667,1,0.0033333333333333,0.0066666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0033333333333333,0.0066666666666667,2,0.0066666666666667,0.007698003589195,0,0,0,0,0,0,0,0,0,2,0.0066666666666667,0.007698003589195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,1.2366666666667,1.1967053537541
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",06-08-2016,"Year 4","United States",CA,Marin,4876,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"11:00 AM","11:50 AM",,Summer,spring,05-13-2016,none,"calm, overcast",2,yes,yes,2.0,,4234.jpg,46,0.0030811191733122,67,0.074048089591568,0.043526240644143,34,0.037273825208608,0.046493613447216,4,0.0044202898550725,0.0062855792586091,10,0.011137461572244,0.013823618113656,3,0.0033838383838384,0.0043434343434343,1,0.0011363636363636,0.0022727272727273,1,0.0010869565217391,0.0021739130434783,3,0.0033585858585859,0.0042643134197599,0,0,0,1,0.0011363636363636,0.0022727272727273,1,0.0011363636363636,0.0022727272727273,0,0,0,0,0,0,6,0.0066930171277997,0.0026537858986912,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0010869565217391,0.0021739130434783,0,0,0,1,0.0010869565217391,0.0021739130434783,1,0.0011111111111111,0.0022222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0022727272727273,0.0045454545454545,1,0.0011363636363636,0.0022727272727273,0,0,0,0,0,0,1,0.0011363636363636,0.0022727272727273,0,0,0,0,0,0,1,0.0011111111111111,0.0022222222222222,0,0,0,0,0,0,0,0,0,1,0.0011111111111111,0.0022222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0.077431927975406,0.042899705801028
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",07-12-2016,"Year 4","United States",CA,Marin,5007,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"10:40 AM","12:05 PM",,Summer,summer,06-08-2016,"recent swells","cloudy,lite fog off coast, strong N-W winds",3,no,no,2.0,"Tsunami Boat #299 N 38.05060 W -122.98777","4311.jpg<object type=""cosymantecnisbfw"" cotype=""cs"" id=""SILOBFWOBJECTID"" style=""width: 0px; height: 0px; display: block;""></object>,4312.jpg<object type=""cosymantecnisbfw"" cotype=""cs"" id=""SILOBFWOBJECTID"" style=""width: 0px; height: 0px; display: block;""><",36,0.0021786802610929,40,0.054804804804805,0.0091135080513475,21,0.028753753753754,0.01383202655406,4,0.0055555555555556,0.011111111111111,1,0.0013888888888889,0.0027777777777778,0,0,0,1,0.0013513513513514,0.0027027027027027,0,0,0,1,0.0013888888888889,0.0027777777777778,0,0,0,0,0,0,2,0.0027027027027027,0.0054054054054054,0,0,0,0,0,0,1,0.0013888888888889,0.0027777777777778,3,0.0040540540540541,0.0051752816635478,2,0.0027402402402402,0.0031647505868405,1,0.0013513513513514,0.0027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0041291291291291,0.0027536626032991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0013513513513514,0.0027027027027027,1,0.0013513513513514,0.0027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0013888888888889,0.0027777777777778,0,0,0,0,0,0,0,0,0,1,0.0013888888888889,0.0027777777777778,0,0,0,1,0.0013513513513514,0.0027027027027027,1,0.0013513513513514,0.0027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.058896396396396,0.008136212553238
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",08-04-2016,"Year 5","United States",CA,Marin,4984,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"10:15 AM","11:00 AM",,Summer,Summer,07-12-2016,None,"Overcast,windy,cool",2,no,yes,2.0,,,34,0.0037735849056604,54,0.082536764705882,0.039977849439284,35,0.053125,0.034041947163267,0,0,0,3,0.0046875,0.0059839194234771,0,0,0,3,0.0046875,0.0059839194234771,3,0.0045036764705882,0.0056668156105332,3,0.0046875,0.0059839194234771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0015625,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0030330882352941,0.0035055232206833,0,0,0,0,0,0,4,0.00625,0.0088388347648318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0045955882352941,0.0030686235356738,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0045955882352941,0.0030686235356738,0,0,0,5,0.0075367647058824,0.0073560042639505,0,0,0,0,0,0,0,0,0,2,0.003125,0.0036084391824352,3,0.0044117647058824,0.0088235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0.094669117647059,0.043074367874875
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",09-06-2016,"Year 5","United States",CA,Marin,5263,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"9:20 AM","10:42 AM",,Fall,Fall,08-04-2016,none,"slight breeze",2,no,yes,2.0,,4671.jpg,36.8,0.0029067220146645,17,0.023508332905566,0.0092292578487095,9,0.012424156870797,0.0067711178057159,3,0.0041646775490649,0.002778963862624,2,0.0027361061204935,0.0031595310182132,0,0,0,0,0,0,0,0,0,1,0.0014285714285714,0.0028571428571429,1,0.0013774104683196,0.0027548209366391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0013774104683196,0.0027548209366391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0013774104683196,0.0027548209366391,1,0.0013774104683196,0.0027548209366391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0040948017726674,0.0052100542337914,0,0,0,0,0,0,0,0,0,2,0.0027361061204935,0.0031595310182132,1,0.0013586956521739,0.0027173913043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.028980545146553,0.011822958887948
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",10-10-2016,"Year 5","United States",CA,Marin,5429,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"01:36 PM","02:15 PM",,Fall,Fall,09-06-2016,None,"Overcast,calm",2,no,yes,2.0,,5153.jpg,30,0.00496218045222,37,0.058576190247264,0.031696900522936,25,0.039246670833133,0.034104213833617,4,0.0064340656699197,0.00026400057141872,2,0.003128054740958,0.0036154920838528,0,0,0,1,0.0016666666666667,0.0033333333333333,0,0,0,2,0.0033060109289617,0.0038177133278052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0031818181818182,0.0036823689158703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0016129032258065,0.0032258064516129,2,0.0032786885245902,0.0065573770491803,1,0.0016393442622951,0.0032786885245902,0,0,0,1,0.0016393442622951,0.0032786885245902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0066120218579235,0.0076354266556103,0,0,0,0,0,0,0,0,0,4,0.0066120218579235,0.0076354266556103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.066827556367482,0.030705402647677
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",01-09-2017,"Year 5","United States",CA,Marin,5636,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"02:30 PM","03:05 PM",,Winter,Winter,11-23-2016,"Heavy Rain +4""",Overcast,2,no,yes,2.0,,5983.jpg,40,0.01663055301843,50,0.067372850613074,0.050169547104918,18,0.023086048030182,0.025767561416423,20,0.028160717308762,0.023415292699584,1,0.00125,0.0025,0,0,0,2,0.0033333333333333,0.0066666666666667,0,0,0,3,0.00375,0.0075,1,0.00125,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0026466480446927,0.0030654542176759,0,0,0,1,0.0012987012987013,0.0025974025974026,2,0.0025974025974026,0.0051948051948052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0025487012987013,0.0029440611277603,0,0,0,0,0,0,0,0,0,2,0.0025487012987013,0.0029440611277603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0.069921551911775,0.051752689782797
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",11-23-2016,"Year 5","United States",CA,Marin,5640,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"02:40 PM","03:10 PM",,Fall,Fall,10-10-2016,"Surf/Rain Advisory","Sunny, Light breeze",3,no,no,2.0,,,27.6,0.0054901013440994,13,0.024005541346974,0.033543753718594,7,0.012841005967604,0.021129055996126,3,0.0056498294970162,0.0037812443921206,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0018382352941176,0.0036764705882353,0,0,0,1,0.0018382352941176,0.0036764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0018382352941176,0.0036764705882353,1,0.0018382352941176,0.0036764705882353,1,0.0018382352941176,0.0036764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0038382352941176,0.004439877748039,0,0,0,0,0,0,0,0,0,2,0.0038382352941176,0.004439877748039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.027843776641091,0.03608735389915
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",02-21-2017,"Year 5","United States",CA,Marin,5816,14,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,100,,"02:30 PM","03:15 PM",,Winter,Winter,01-09-2017,Yes,"Partial clouds, sprinkles",1,no,yes,2.0,,6207.jpg,25.3,0.0019577839517325,6,0.011978908223968,0.01371891784334,0,0,0,5,0.0099947812398405,0.0099683394407327,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001984126984127,0.003968253968254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0019762845849802,0.0039525691699605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0019762845849802,0.0039525691699605,2,0.003968253968254,0.0079365079365079,0,0,0,0,0,0,0,0,0,2,0.003968253968254,0.0079365079365079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.017923446777202,0.020823385194488
