date,time,wlevelm,WTemp,ATemp,EC,InputV,BTemp,precip_mm
9/25/1994,22:00,0.323679715,5.6692,16.9736,207.2143,12.4219,10.9375,NA
9/26/1994,0:00,0.324174143,5.6569,15.9875,207.2601,12.4219,10.7031,NA
9/26/1994,2:00,0.322813855,5.6537,15.5032,207.2296,12.4219,10.7031,NA
9/26/1994,4:00,0.323679715,5.6519,15.3522,207.2601,12.4219,10.7031,NA
9/26/1994,6:00,0.323556068,5.6487,14.9301,208.2519,12.4219,10.4687,NA
9/26/1994,8:00,0.323061323,5.6546,16.4124,207.1228,12.4219,10.4687,NA
9/26/1994,10:00,0.323803346,5.6651,20.0269,208.2825,12.4219,10.4687,NA
9/26/1994,12:00,0.32429771,5.6752,23.4116,207.428,12.4219,10.7031,NA
9/26/1994,14:00,0.321575563,5.6821,26.2515,207.5195,12.4219,10.9375,NA
9/26/1994,16:00,0.322442534,5.6725,25.2728,207.4737,12.4219,11.1719,NA
9/26/1994,18:00,0.322690097,5.6601,21.8478,207.428,12.4219,11.1719,NA
9/26/1994,20:00,0.325409105,5.6578,19.0903,207.5043,12.4219,10.9375,NA
9/26/1994,22:00,0.326272637,5.6569,18.0878,207.5043,12.4219,10.9375,NA
9/27/1994,0:00,0.326272637,5.6519,16.7905,207.3059,12.4219,10.9375,NA
9/27/1994,2:00,0.325779285,5.6519,15.9811,207.5653,12.4219,10.7031,NA
9/27/1994,4:00,0.322690097,5.6468,15.3513,207.4432,12.4219,10.7031,NA
9/27/1994,6:00,0.321575563,5.6464,15.0098,207.4127,12.4219,10.7031,NA
9/27/1994,8:00,0.323308727,5.6569,16.7364,208.0078,12.4219,10.4687,NA
9/27/1994,10:00,0.32429771,5.672,19.3988,207.3669,12.4219,10.4687,NA
9/27/1994,12:00,0.324668318,5.672,22.7606,207.6569,12.4219,10.7031,NA
9/27/1994,14:00,0.324421262,5.6734,22.1582,207.5806,12.4219,10.9375,NA
9/27/1994,16:00,0.324544798,5.6692,20.4279,207.6111,12.4219,10.9375,NA
9/27/1994,18:00,0.325532514,5.6665,18.3203,207.3364,12.4219,10.9375,NA
9/27/1994,20:00,0.325162239,5.6606,18.0548,207.6263,12.4219,10.9375,NA
9/27/1994,22:00,0.324174143,5.6569,16.5332,207.489,12.4219,10.9375,NA
9/28/1994,0:00,0.325655907,5.6505,16.7346,207.4432,12.4219,10.7031,NA
9/28/1994,2:00,0.315609564,5.6523,12.3108,208.1909,12.4219,10.7031,NA
9/28/1994,4:00,0.31785113,5.6317,13.3517,207.4737,12.4219,10.7031,NA
9/28/1994,6:00,0.316357329,5.6358,13.7491,207.6263,12.4219,10.7031,NA
9/28/1994,8:00,0.313987421,5.6418,12.9187,207.7026,12.4219,10.4687,NA
9/28/1994,10:00,0.314611643,5.6468,16.0397,207.3669,12.4219,10.7031,NA
9/28/1994,12:00,0.315609564,5.6528,17.5449,207.6263,12.4219,10.7031,NA
9/28/1994,14:00,0.315734231,5.6477,16.8262,207.6874,12.4219,10.9375,NA
9/28/1994,16:00,0.316606456,5.6436,10.5804,207.5806,12.4219,10.7031,NA
9/28/1994,18:00,0.314237158,5.6299,8.3621,208.1451,12.4219,10.7031,NA
9/28/1994,20:00,0.31536018,5.6038,6.434,208.0841,12.4219,10.2344,NA
9/28/1994,22:00,0.315609564,5.5974,6.0651,208.2214,12.4219,10,NA
9/29/1994,0:00,0.316108138,5.5823,4.9792,207.4432,12.4219,9.7656,NA
9/29/1994,2:00,0.316232742,5.5763,5.2209,207.7789,12.4219,9.5312,NA
9/29/1994,4:00,0.316357329,5.5676,5.0012,207.8857,12.4219,9.2969,NA
9/29/1994,6:00,0.315983519,5.5855,6.0394,207.9163,12.4219,9.2969,NA
9/29/1994,8:00,0.316730996,5.58,6.1942,208.0231,12.4219,9.0625,NA
9/29/1994,10:00,0.316481901,5.5832,8.0499,207.9925,12.4219,9.0625,NA
9/29/1994,12:00,0.316855519,5.6111,10.574,208.0383,12.4219,9.2969,NA
9/29/1994,14:00,0.317353452,5.6001,10.8221,208.1604,12.4219,9.2969,NA
9/29/1994,16:00,0.317602323,5.6075,12.5076,208.0688,12.4219,9.2969,NA
9/29/1994,18:00,0.317726734,5.6047,9.5596,208.0231,12.4219,9.2969,NA
9/29/1994,20:00,0.317353452,5.5864,7.9657,207.9468,12.4219,9.0625,NA
9/29/1994,22:00,0.317602323,5.5832,7.2717,208.1909,12.4219,9.0625,NA
9/30/1994,0:00,0.317477896,5.5763,6.5045,208.1757,12.4219,8.8281,NA
9/30/1994,2:00,0.317477896,5.5731,6.1218,208.1909,12.4219,8.8281,NA
9/30/1994,4:00,0.317228993,5.569,5.9268,207.9773,12.4219,8.5937,NA
9/30/1994,6:00,0.317353452,5.5791,5.719,208.0994,12.4219,8.5937,NA
9/30/1994,8:00,0.317353452,5.5832,7.3239,208.1757,12.4219,8.5937,NA
9/30/1994,10:00,0.317726734,5.5992,9.7244,208.1909,12.4219,8.5937,NA
9/30/1994,12:00,0.317726734,5.6212,13.3215,208.2367,12.4219,8.8281,NA
9/30/1994,14:00,0.315858883,5.6363,15.4739,208.374,12.4219,8.8281,NA
9/30/1994,16:00,0.316481901,5.6294,15.3146,208.3588,12.4219,9.0625,NA
9/30/1994,18:00,0.316606456,5.601,12.536,208.2519,12.4219,8.8281,NA
9/30/1994,20:00,0.316855519,5.6029,10.9183,208.2672,12.4219,8.8281,NA
9/30/1994,22:00,0.316855519,5.5672,9.9606,208.2367,12.4219,8.8281,NA
10/1/1994,0:00,0.316855519,5.5887,9.7491,208.2977,12.4219,8.8281,NA
10/1/1994,2:00,0.316730996,5.5745,9.6759,208.2214,12.4219,8.8281,NA
10/1/1994,4:00,0.316730996,5.5763,9.317,208.1604,12.4219,8.8281,NA
10/1/1994,6:00,0.316730996,5.5621,9.3097,208.2977,12.4219,8.5937,NA
10/1/1994,8:00,0.316980026,5.5832,11.5985,208.3588,12.4219,8.8281,NA
10/1/1994,10:00,0.316855519,5.6102,13.0661,208.4808,12.4219,8.8281,NA
10/1/1994,12:00,0.31473644,5.6459,16.5506,208.3588,12.4219,9.0625,NA
10/1/1994,14:00,0.313487753,5.6308,17.7417,208.6334,12.4219,9.2969,NA
10/1/1994,16:00,0.313987421,5.6253,17.3654,208.5571,12.4219,9.2969,NA
10/1/1994,18:00,0.31548488,5.6047,13.5083,208.3893,12.4219,9.2969,NA
10/1/1994,20:00,0.316481901,5.6061,11.7001,208.4045,12.4219,9.0625,NA
10/1/1994,22:00,0.316606456,5.5878,10.553,208.5724,12.4219,9.0625,NA
10/2/1994,0:00,0.316980026,5.5804,10.0238,208.313,12.4219,9.0625,NA
10/2/1994,2:00,0.318099872,5.5736,9.2868,208.3588,12.4219,8.8281,NA
10/2/1994,4:00,0.318969968,5.58,8.4399,208.313,12.4219,8.8281,NA
10/2/1994,6:00,0.319218423,5.574,7.9575,208.3893,12.4219,8.8281,NA
10/2/1994,8:00,0.31785113,5.575,9.5889,208.5113,12.4219,8.5937,NA
10/2/1994,10:00,0.318721449,5.5832,12.0215,208.6487,12.4219,8.5937,NA
10/2/1994,12:00,0.319466814,5.6111,15.9134,208.6944,12.4219,8.8281,NA
10/2/1994,14:00,0.319466814,5.6042,17.2446,208.7097,12.4219,8.8281,NA
10/2/1994,16:00,0.319094203,5.5901,16.5497,208.5571,12.4219,8.8281,NA
10/2/1994,18:00,0.319590985,5.5951,13.1448,208.4503,12.4219,8.5937,NA
10/2/1994,20:00,0.319839281,5.5818,9.6054,208.435,12.4219,8.5937,NA
10/2/1994,22:00,0.319963404,5.5754,7.2452,208.2062,12.4219,8.3594,NA
10/3/1994,0:00,0.317353452,5.5351,5.3949,208.1757,12.4219,8.3594,NA
10/3/1994,2:00,0.31785113,5.5443,5.8655,208.2519,12.4219,8.125,NA
10/3/1994,4:00,0.317228993,5.5489,5.1587,208.1909,12.4219,7.8906,NA
10/3/1994,6:00,0.316980026,5.5406,4.2459,208.2367,12.4219,7.6562,NA
10/3/1994,8:00,0.316108138,5.5374,4.2093,208.5113,12.4219,7.4219,NA
10/3/1994,10:00,0.316108138,5.5502,6.0715,208.3893,12.4219,7.4219,NA
10/3/1994,12:00,0.315858883,5.5768,9.7189,208.4961,12.4219,7.6562,NA
10/3/1994,14:00,0.317353452,5.5818,10.7883,208.4961,12.4219,7.6562,NA
10/3/1994,16:00,0.318348551,5.5717,10.0824,208.435,12.4219,7.6562,NA
10/3/1994,18:00,0.318845716,5.5356,7.8091,207.962,12.4219,7.4219,NA
10/3/1994,20:00,0.318845716,5.5383,7.3111,208.2977,12.4219,7.1875,NA
10/3/1994,22:00,0.318969968,5.52,5.7135,208.2519,12.4219,7.1875,NA
10/4/1994,0:00,0.318969968,5.5429,4.57,208.2825,12.4219,7.1875,NA
10/4/1994,2:00,0.318721449,5.5333,3.5126,208.2672,12.4219,6.9531,NA
10/4/1994,4:00,0.318845716,5.5278,2.2427,208.3588,12.4219,6.9531,NA
10/4/1994,6:00,0.318845716,5.537,0.7129,208.3893,12.4219,6.7187,NA
10/4/1994,8:00,0.318969968,5.5164,1.6916,208.6334,12.4219,6.7187,NA
10/4/1994,10:00,0.317104518,5.5218,4.1745,208.3893,12.4219,6.4844,NA
10/4/1994,12:00,0.315110732,5.5342,7.4384,208.9081,12.4219,6.7187,NA
10/4/1994,14:00,0.31548488,5.536,8.9819,208.5419,12.4219,6.9531,NA
10/4/1994,16:00,0.315110732,5.5955,9.5825,208.2977,12.4219,6.9531,NA
10/4/1994,18:00,0.315609564,5.5241,7.7121,208.4961,12.4219,6.9531,NA
10/4/1994,20:00,0.315858883,5.5319,6.6574,208.8928,12.4219,6.7187,NA
10/4/1994,22:00,0.315858883,5.5397,5.275,209.0149,12.4219,6.7187,NA
10/5/1994,0:00,0.315609564,5.5411,4.4501,208.374,12.4219,6.7187,NA
10/5/1994,2:00,0.315609564,5.5562,4.4537,208.9844,12.4219,6.7187,NA
10/5/1994,4:00,0.315734231,5.5296,4.3851,209.1522,12.4219,6.7187,NA
10/5/1994,6:00,0.315734231,5.5338,4.1525,208.9844,12.4219,6.7187,NA
10/5/1994,8:00,0.312862806,5.5406,5.9314,208.2214,12.4219,6.4844,NA
10/5/1994,10:00,0.309606574,5.5328,9.7006,208.313,12.4219,6.7187,NA
10/5/1994,12:00,0.310985544,5.5827,12.6642,208.6182,12.4219,6.9531,NA
10/5/1994,14:00,0.313612694,5.5772,13.1906,209.2132,12.4219,7.1875,NA
10/5/1994,16:00,0.313612694,5.5901,11.5427,208.4656,12.4219,7.1875,NA
10/5/1994,18:00,0.313612694,5.526,8.3237,208.3588,12.4219,7.1875,NA
10/5/1994,20:00,0.313362796,5.5237,6.0651,208.2062,12.4219,7.1875,NA
10/5/1994,22:00,0.313612694,5.5374,5.3693,208.9691,12.4219,7.1875,NA
10/6/1994,0:00,0.313612694,5.5392,4.0857,208.2977,12.4219,6.9531,NA
10/6/1994,2:00,0.314112297,5.542,2.9788,208.2672,12.4219,6.9531,NA
10/6/1994,4:00,0.313737619,5.5553,2.7087,208.0994,12.4219,6.7187,NA
10/6/1994,6:00,0.313737619,5.5145,1.7905,208.6487,12.4219,6.7187,NA
10/6/1994,8:00,0.313987421,5.5571,3.1656,208.2062,12.4219,6.4844,NA
10/6/1994,10:00,0.313737619,5.5585,5.6403,208.1299,12.4219,6.4844,NA
10/6/1994,12:00,0.311862052,5.5539,9.3143,208.9996,12.4219,6.7187,NA
10/6/1994,14:00,0.316108138,5.542,11.9354,209.0607,12.4219,6.7187,NA
10/6/1994,16:00,0.316730996,5.5287,12.2229,208.725,12.4219,6.7187,NA
10/6/1994,18:00,0.316730996,5.5553,8.8831,208.7555,12.4219,6.7187,NA
10/6/1994,20:00,0.316606456,5.5635,7.2552,208.9844,12.4219,6.7187,NA
10/6/1994,22:00,0.316980026,5.5507,6.922,208.1757,12.4219,6.7187,NA
10/7/1994,0:00,0.316980026,5.542,5.8792,208.2519,12.4219,6.7187,NA
10/7/1994,2:00,0.316980026,5.5557,5.4434,208.6029,12.4219,6.7187,NA
10/7/1994,4:00,0.317228993,5.5557,5.3921,208.7707,12.4219,6.4844,NA
10/7/1994,6:00,0.316980026,5.5594,5.1395,208.2672,12.4219,6.4844,NA
10/7/1994,8:00,0.316855519,5.5663,6.3553,208.3588,12.4219,6.4844,NA
10/7/1994,10:00,0.315609564,5.5511,8.916,208.3588,12.4219,6.4844,NA
10/7/1994,12:00,0.315858883,5.564,12.7896,209.3811,12.4219,6.7187,NA
10/7/1994,14:00,0.311486503,5.5754,15.408,209.0607,12.4219,6.9531,NA
10/7/1994,16:00,0.313737619,5.5745,15.4959,208.7555,12.4219,6.9531,NA
10/7/1994,18:00,0.312112337,5.5379,12.4893,208.5571,12.4219,6.9531,NA
10/7/1994,20:00,0.312112337,5.5466,11.1224,208.7402,12.4219,6.9531,NA
10/7/1994,22:00,0.312362558,5.5479,10.986,209.1064,12.4219,6.9531,NA
10/8/1994,0:00,0.312237455,5.5544,10.5804,208.786,12.4219,7.1875,NA
10/8/1994,2:00,0.314112297,5.5457,10.0714,209.1827,12.4219,6.9531,NA
10/8/1994,4:00,0.315858883,5.5411,10.022,209.137,12.4219,6.9531,NA
10/8/1994,6:00,0.315609564,5.5411,9.4983,209.137,12.4219,6.9531,NA
10/8/1994,8:00,0.315858883,5.5498,10.7471,209.2743,12.4219,6.9531,NA
10/8/1994,10:00,0.31548488,5.5502,13.2446,209.3048,12.4219,7.1875,NA
10/8/1994,12:00,0.314237158,5.5722,16.4618,209.3201,12.4219,7.4219,NA
10/8/1994,14:00,0.312487644,5.6047,18.3862,208.8776,12.4219,7.6562,NA
10/8/1994,16:00,0.315734231,5.58,17.5211,209.0912,12.4219,7.6562,NA
10/8/1994,18:00,0.316232742,5.5791,13.902,208.6029,12.4219,7.6562,NA
10/8/1994,20:00,0.316357329,5.5685,12.981,208.5419,12.4219,7.6562,NA
10/8/1994,22:00,0.316481901,5.5434,12.4142,208.8318,12.4219,7.6562,NA
10/9/1994,0:00,0.316481901,5.5305,11.0757,208.4045,12.4219,7.6562,NA
10/9/1994,2:00,0.316232742,5.5173,10.4156,208.3435,12.4219,7.6562,NA
10/9/1994,4:00,0.316606456,5.5122,9.6759,208.6029,12.4219,7.6562,NA
10/9/1994,6:00,0.315734231,5.5113,9.0314,208.5419,12.4219,7.4219,NA
10/9/1994,8:00,0.315858883,5.5264,10.0275,209.2285,12.4219,7.4219,NA
10/9/1994,10:00,0.315609564,5.5507,14.4998,209.3048,12.4219,7.6562,NA
10/9/1994,12:00,0.316606456,5.5974,17.2354,208.7707,12.4219,7.8906,NA
10/9/1994,14:00,0.316232742,5.6152,16.7932,208.3893,12.4219,7.8906,NA
10/9/1994,16:00,0.316481901,5.5544,16.0342,209.3048,12.4219,8.125,NA
10/9/1994,18:00,0.316481901,5.564,12.7576,208.1451,12.4219,8.125,NA
10/9/1994,20:00,0.316730996,5.5402,10.8038,208.2519,12.4219,8.125,NA
10/9/1994,22:00,0.316606456,5.5438,10.0165,208.5419,12.4219,7.8906,NA
10/10/1994,0:00,0.316481901,5.5315,10.0568,208.5266,12.4219,7.8906,NA
10/10/1994,2:00,0.316606456,5.5457,9.3372,208.5113,12.4219,7.8906,NA
10/10/1994,4:00,0.316730996,5.5553,9.523,208.5724,12.4219,7.6562,NA
10/10/1994,6:00,0.314237158,5.5507,8.7219,208.5419,12.4219,7.6562,NA
10/10/1994,8:00,0.313362796,5.5534,9.1696,209.3506,12.4219,7.6562,NA
10/10/1994,10:00,0.314112297,5.5383,11.9281,209.0301,12.4219,7.8906,NA
10/10/1994,12:00,0.313987421,5.5795,13.9871,208.5113,12.4219,7.8906,NA
10/10/1994,14:00,0.314237158,5.5466,13.9899,208.8013,12.4219,8.125,NA
10/10/1994,16:00,0.314362003,5.547,12.1048,208.7555,12.4219,8.125,NA
10/10/1994,18:00,0.313362796,5.5649,9.2383,208.1909,12.4219,7.8906,NA
10/10/1994,20:00,0.310108244,5.5585,7.4594,207.962,12.4219,7.6562,NA
10/10/1994,22:00,0.306339388,5.5379,5.7465,208.0688,12.4219,7.6562,NA
10/11/1994,0:00,0.306087611,5.5168,4.3155,208.9386,12.4219,7.4219,NA
10/11/1994,2:00,0.305583861,5.5058,2.8433,208.5266,12.4219,7.4219,NA
10/11/1994,4:00,0.305709823,5.4793,2.1365,208.7555,12.4219,7.1875,NA
10/11/1994,6:00,0.305961698,5.4683,1.9461,208.1299,12.4219,6.9531,NA
10/11/1994,8:00,0.30470167,5.4774,2.977,208.374,12.4219,6.9531,NA
10/11/1994,10:00,0.306087611,5.5296,5.9232,208.4503,12.4219,6.7187,NA
10/11/1994,12:00,0.310860264,5.5319,9.6988,208.5571,12.4219,6.9531,NA
10/11/1994,14:00,0.27850668,5.5457,13.6365,209.0607,12.4219,6.9531,NA
10/11/1994,16:00,0.27279221,5.5525,12.6001,208.4656,12.4219,7.1875,NA
10/11/1994,18:00,0.274093858,5.5141,8.385,208.4045,12.4219,7.1875,NA
10/11/1994,20:00,0.269399896,5.5246,7.746,208.374,12.4219,6.9531,NA
10/11/1994,22:00,0.290860792,5.5228,7.6315,208.3893,12.4219,6.9531,NA
10/12/1994,0:00,0.289324994,5.5159,7.8366,208.435,12.4219,6.7187,NA
10/12/1994,2:00,0.287401859,5.526,8.2953,208.4045,12.4219,6.7187,NA
10/12/1994,4:00,0.300152028,5.5182,6.51,208.2825,12.4219,6.7187,NA
10/12/1994,6:00,0.300278694,5.526,5.8115,208.2977,12.4219,6.7187,NA
10/12/1994,8:00,0.300152028,5.5228,6.0944,208.6487,12.4219,6.7187,NA
10/12/1994,10:00,0.300278694,5.5241,7.7469,208.6182,12.4219,6.7187,NA
10/12/1994,12:00,0.300911778,5.5493,8.3951,208.4045,12.4219,6.9531,NA
10/12/1994,14:00,0.311736885,5.5484,9.0305,208.5571,12.4219,7.1875,NA
10/12/1994,16:00,0.310609656,5.5365,7.9666,208.435,12.4219,7.1875,NA
10/12/1994,18:00,0.312237455,5.5237,5.9442,208.2672,12.4219,7.1875,NA
10/12/1994,20:00,0.312862806,5.5324,4.147,208.1757,12.4219,6.9531,NA
10/12/1994,22:00,0.313487753,5.4802,2.5201,208.1909,12.4219,6.9531,NA
10/13/1994,0:00,0.313987421,5.4752,1.8903,208.313,12.4219,6.7187,NA
10/13/1994,2:00,0.313737619,5.4436,0.9125,208.3893,12.4219,6.7187,NA
10/13/1994,4:00,0.313487753,5.4395,0.4684,208.2825,12.4219,6.4844,NA
10/13/1994,6:00,0.313487753,5.4642,0.4483,208.1451,12.4219,6.25,NA
10/13/1994,8:00,0.312737768,5.466,1.7511,208.2367,12.4219,6.25,NA
10/13/1994,10:00,0.300785194,5.4614,4.1397,208.435,12.4219,6.25,NA
10/13/1994,12:00,0.298123134,5.531,8.4528,208.5724,12.4219,6.25,NA
10/13/1994,14:00,0.295326508,5.5365,12.2733,208.4961,12.4219,6.4844,NA
10/13/1994,16:00,0.305583861,5.5324,11.1353,208.5419,12.4219,6.4844,NA
10/13/1994,18:00,0.308602455,5.5255,9.09,208.5724,12.4219,6.4844,NA
10/13/1994,20:00,0.308979121,5.5338,8.3694,208.6792,12.4219,6.4844,NA
10/13/1994,22:00,0.309230151,5.5246,5.9927,208.7097,12.4219,6.4844,NA
10/14/1994,0:00,0.309104644,5.5388,8.1415,208.7555,12.4219,6.4844,NA
10/14/1994,2:00,0.309732016,5.5489,8.3713,208.5876,12.4219,6.4844,NA
10/14/1994,4:00,0.309857442,5.5484,8.0151,208.9233,12.4219,6.7187,NA
10/14/1994,6:00,0.308979121,5.5237,6.0797,208.7555,12.4219,6.7187,NA
10/14/1994,8:00,0.308979121,5.5205,5.4041,208.8776,12.4219,6.7187,NA
10/14/1994,10:00,0.309481116,5.5191,6.1905,208.8318,12.4219,6.9531,NA
10/14/1994,12:00,0.309857442,5.5315,6.5521,208.6029,12.4219,7.1875,NA
10/14/1994,14:00,0.309857442,5.5283,6.4285,208.9691,12.4219,6.9531,NA
10/14/1994,16:00,0.309857442,5.5141,4.5032,208.8318,12.4219,6.9531,NA
10/14/1994,18:00,0.309857442,5.4912,2.7206,208.5876,12.4219,6.7187,NA
10/14/1994,20:00,0.309857442,5.4504,1.9992,208.5419,12.4219,6.4844,NA
10/14/1994,22:00,0.309857442,5.4582,2.0477,208.5113,12.4219,6.4844,NA
10/15/1994,0:00,0.309732016,5.4417,1.3208,208.8928,12.4219,6.25,NA
10/15/1994,2:00,0.309481116,5.4417,0.9756,208.374,12.4219,6.25,NA
10/15/1994,4:00,0.309355642,5.4532,0.4382,208.4198,12.4219,6.0156,NA
10/15/1994,6:00,0.309481116,5.4404,-0.5963,208.5266,12.4219,6.0156,NA
10/15/1994,8:00,0.309355642,5.4445,-0.2942,208.7707,12.4219,6.0156,NA
10/15/1994,10:00,0.309355642,5.4555,0.7797,208.7555,12.4219,5.7812,NA
10/15/1994,12:00,0.309606574,5.4756,3.7213,208.6029,12.4219,6.0156,NA
10/15/1994,14:00,0.309606574,5.4669,4.7211,208.8165,12.4219,6.0156,NA
10/15/1994,16:00,0.309606574,5.4559,4.1296,208.5876,12.4219,6.0156,NA
10/15/1994,18:00,0.309481116,5.45,1.9763,208.5113,12.4219,5.7812,NA
10/15/1994,20:00,0.309481116,5.4532,0.506,208.5419,12.4219,5.7812,NA
10/15/1994,22:00,0.309230151,5.4514,0.2908,208.5571,12.4219,5.5469,NA
10/16/1994,0:00,0.308728027,5.4564,0.7724,208.1757,12.4219,5.5469,NA
10/16/1994,2:00,0.309230151,5.4449,1.7081,209.0454,12.4219,5.5469,NA
10/16/1994,4:00,0.309230151,5.4312,-0.1871,208.7402,12.4219,5.3125,NA
10/16/1994,6:00,0.309104644,5.4358,-1.1374,208.5571,12.4219,5.3125,NA
10/16/1994,8:00,0.309104644,5.4427,0.3027,209.3658,12.4219,5.3125,NA
10/16/1994,10:00,0.309230151,5.4591,2.652,208.9538,12.4219,5.3125,NA
10/16/1994,12:00,0.309481116,5.4665,5.5991,209.7473,12.4219,5.5469,NA
10/16/1994,14:00,0.310233621,5.4665,7.8851,210.1746,12.4219,5.5469,NA
10/16/1994,16:00,0.309481116,5.5177,8.3401,208.9691,12.4219,5.5469,NA
10/16/1994,18:00,0.309606574,5.4614,5.6641,209.4879,12.4219,5.5469,NA
10/16/1994,20:00,0.308351263,5.4857,4.6515,208.4045,12.4219,5.5469,NA
10/16/1994,22:00,0.308100007,5.4729,4.2999,208.4808,12.4219,5.5469,NA
10/17/1994,0:00,0.308225643,5.4564,4.0097,208.4656,12.4219,5.5469,NA
10/17/1994,2:00,0.308476867,5.4532,3.7012,208.5266,12.4219,5.5469,NA
10/17/1994,4:00,0.308602455,5.4697,3.8568,208.9233,12.4219,5.5469,NA
10/17/1994,6:00,0.308476867,5.461,3.8065,208.4656,12.4219,5.5469,NA
10/17/1994,8:00,0.308351263,5.4889,5.1349,208.3282,12.4219,5.5469,NA
10/17/1994,10:00,0.308979121,5.5205,8.7714,208.9996,12.4219,5.7812,NA
10/17/1994,12:00,0.308853582,5.5237,9.9249,208.4808,12.4219,6.0156,NA
10/17/1994,14:00,0.310233621,5.5232,11.3193,208.9386,12.4219,6.0156,NA
10/17/1994,16:00,0.311361287,5.5305,11.0739,209.0149,12.4219,6.0156,NA
10/17/1994,18:00,0.311361287,5.4564,7.724,208.6487,12.4219,6.0156,NA
10/17/1994,20:00,0.311486503,5.4381,6.6931,208.6334,12.4219,6.0156,NA
10/17/1994,22:00,0.311486503,5.434,6.1951,208.6334,12.4219,6.0156,NA
10/18/1994,0:00,0.311361287,5.4683,5.1047,208.374,12.4219,6.0156,NA
10/18/1994,2:00,0.311486503,5.4715,4.9811,208.5419,12.4219,6.0156,NA
10/18/1994,4:00,0.311361287,5.4651,4.0509,208.2672,12.4219,6.0156,NA
10/18/1994,6:00,0.311486503,5.4559,3.5702,208.2367,12.4219,5.7812,NA
10/18/1994,8:00,0.311361287,5.4646,4.527,208.1604,12.4219,5.7812,NA
10/18/1994,10:00,0.311110808,5.4655,7.6672,208.5571,12.4219,5.7812,NA
10/18/1994,12:00,0.309355642,5.472,11.4932,208.3588,12.4219,6.0156,NA
10/18/1994,14:00,0.307722999,5.4948,12.5836,208.3588,12.4219,6.0156,NA
10/18/1994,16:00,0.308351263,5.5122,11.5198,208.0536,12.4219,6.0156,NA
10/18/1994,18:00,0.308979121,5.4797,9.2419,208.374,12.4219,6.0156,NA
10/18/1994,20:00,0.309481116,5.471,7.6205,208.2214,12.4219,6.0156,NA
10/18/1994,22:00,0.309230151,5.4633,6.7654,208.1757,12.4219,6.0156,NA
10/19/1994,0:00,0.309481116,5.4463,6.7279,208.3435,12.4219,6.0156,NA
10/19/1994,2:00,0.309481116,5.4536,5.6284,208.374,12.4219,6.0156,NA
10/19/1994,4:00,0.308853582,5.4527,5.0269,208.0688,12.4219,6.0156,NA
10/19/1994,6:00,0.309355642,5.4385,4.83,208.4503,12.4219,6.0156,NA
10/19/1994,8:00,0.308853582,5.4399,4.787,208.1757,12.4219,6.0156,NA
10/19/1994,10:00,0.307848685,5.4376,7.6901,208.1909,12.4219,6.0156,NA
